Pieturas nosaukums,Pieturas kods,Vienotais kods,Platums,Garums,Ce?a puse,Ce?a numurs,Iela,Novads,Pagasts,Ciemats
b/n,14419,3711,56.7186281,24.7965737,Lab?,A6,,Lielv?rdes novads,Lielv?rdes pils?ta,Lielv?rde
Laivu iela,14420,759,56.7214741,24.7800141,Kreis?,A6,,Lielv?rdes novads,Lielv?rdes pils?ta,Lielv?rde
Laivu iela,14421,759,56.7219064,24.7784314,Lab?,A6,,Lielv?rdes novads,Lielv?rdes pils?ta,Lielv?rde
b/n,14654,3975,56.9549457,23.0859618,Kreis?,A10,,Tukuma novads,Tumes pagasts,
b/n,14655,3975,56.9555882,23.0847415,Lab?,A10,,Tukuma novads,Tumes pagasts,
B/N,14156,3254,56.8499411,24.2632939,Lab?,V26,,Salaspils novads,Salaspils pagasts,
B/N,14157,3254,56.8500705,24.2615182,Kreis?,V26,,Salaspils novads,Salaspils pagasts,
DIS Gaujmala,15413,6182,57.1338089,24.3080891,Kreis?,V43,Dzirnupes iela,Carnikavas novads,,Sigu?i
b/n,15414,,56.9831006,24.6264823,Kreis?,V75,,Ropažu novads,,
b/n,13284,1355,57.5698329,24.8204476,Lab?,V125,,Limbažu novads,Katvaru pagasts,
b/n,13285,1355,57.5706218,24.8218419,Kreis?,V125,,Limbažu novads,Katvaru pagasts,
b/n,15279,,57.3680682,24.7411299,Lab?,V129,,Krimuldas novads,L?durgas pagasts,
b/n,15280,,57.3685588,24.7416146,Kreis?,V129,,Krimuldas novads,L?durgas pagasts,
b/n,14741,4092,57.5858258,24.5980814,Lab?,V140,,Limbažu novads,Vi??enes pagasts,
b/n,14742,4092,57.5864081,24.5986819,Kreis?,V140,,Limbažu novads,Vi??enes pagasts,
b/n,14743,4094,57.6114776,24.5956599,Lab?,V141,,Limbažu novads,Vi??enes pagasts,
b/n,14744,4094,57.6116483,24.5951868,Kreis?,V141,,Limbažu novads,Vi??enes pagasts,
b/n,14745,4095,57.6645562,24.4961221,Lab?,V142,,Limbažu novads,Vi??enes pagasts,
b/n,14746,4095,57.6657142,24.4952741,Kreis?,V142,,Limbažu novads,Vi??enes pagasts,
b/n,14002,2898,57.7549371,24.3883154,Kreis?,V144,,Salacgr?vas novads,Salacgr?vas pagasts,
b/n,14003,2898,57.7550353,24.3876461,Lab?,V144,,Salacgr?vas novads,Salacgr?vas pagasts,
b/n,13286,1357,57.597296,24.8229998,Kreis?,V146,,Limbažu novads,Katvaru pagasts,
b/n,13287,1357,57.5976419,24.8219706,Lab?,V146,,Limbažu novads,Katvaru pagasts,
b/n,14099,3008,57.6701957,24.7554652,Kreis?,V146,,Limbažu novads,P?les pagasts,
b/n,14100,3008,57.6707658,24.7549613,Lab?,V146,,Limbažu novads,P?les pagasts,
b/n,13538,1984,57.8449314,24.7797389,Kreis?,V163,,Alojas novads,Staiceles pagasts,
b/n,13539,1984,57.84526,24.7800871,Lab?,V163,,Alojas novads,Staiceles pagasts,
b/n,13426,1789,56.7629398,24.9278289,Kreis?,V971,,Lielv?rdes novads,L?dmanes pagasts,
b/n,14226,3376,56.970741,23.13582,Kreis?,V1442,Talsu iela,Tukuma novads,Tukuma pils?ta,Tukums
b/n,14227,3377,56.9625756,23.1108041,Lab?,V1443,Kandavas iela,Tukuma novads,Tukuma pils?ta,Tukums
b/n,14228,3377,56.9626755,23.1105317,Kreis?,V1443,Kandavas iela,Tukuma novads,Tukuma pils?ta,Tukums
b/n,14162,3259,56.752258,22.9332281,Lab?,V1458,,Jaunpils novads,Jaunpils pagasts,
b/n,14163,3259,56.7525793,22.9316541,Kreis?,V1458,,Jaunpils novads,Jaunpils pagasts,
b/n,14502,3816,56.9495646,23.3032515,Kreis?,V1476,,Engures novads,Sm?rdes pagasts,
b/n,14503,3816,56.9496039,23.3065774,Lab?,V1476,,Engures novads,Sm?rdes pagasts,
b/n,14505,3816,56.9621331,23.2541455,Kreis?,V1476,,Engures novads,Sm?rdes pagasts,
b/n,14506,3816,56.9665095,23.200062,Lab?,V1476,,Engures novads,Sm?rdes pagasts,
B/N,15415,5828,57.0982475,24.1907194,Lab?,P1,,Carnikavas novads,,Garciems
B/N,15416,5828,57.0983014,24.1913475,Kreis?,P1,,Carnikavas novads,,Garciems
b/n,13857,2714,56.8251459,24.5987872,Kreis?,P5,,Ikš?iles novads,T?n?žu pagasts,Aizupes
b/n,13858,2714,56.8256221,24.5987677,Lab?,P5,,Ikš?iles novads,T?n?žu pagasts,Aizupes
b/n,15303,271,56.8002354,24.8613758,Lab?,P8,,?eguma novads,Rembates pagasts,
b/n,15304,271,56.8004089,24.8604122,Kreis?,P8,,?eguma novads,Rembates pagasts,
B/N,14515,3835,57.5123799,24.7545086,Lab?,P11,,Limbažu novads,Limbažu pagasts,
B/N,14516,3835,57.5123934,24.753374,Kreis?,P11,,Limbažu novads,Limbažu pagasts,
b/n,14848,4389,57.5122908,24.7314317,Kreis?,P11,C?su iela,Limbažu novads,Limbažu pils?ta,Limbaži
b/n,14849,4389,57.5123697,24.7315571,Lab?,P11,C?su iela,Limbažu novads,Limbažu pils?ta,Limbaži
b/n,14850,4391,57.512736,24.6908136,Lab?,P12,,Limbažu novads,Limbažu pils?ta,Limbaži
b/n,14851,4393,57.5227213,24.7304544,Lab?,P13,,Limbažu novads,Limbažu pils?ta,Limbaži
b/n,14852,4393,57.5231935,24.7311557,Kreis?,P13,,Limbažu novads,Limbažu pils?ta,Limbaži
b/n,14229,3378,56.9527891,23.181941,Lab?,P98,Jelgavas iela,Tukuma novads,Tukuma pils?ta,Tukums
b/n,14255,3430,57.0319577,22.7895105,Kreis?,P109,Zem?tes iela,Kandavas novads,Kandavas pils?ta,Kandava
b/n,14256,3433,57.0422953,22.7851113,Kreis?,P130,,Kandavas novads,Kandavas pils?ta,
b/n,14230,231,56.9723731,23.1567986,Kreis?,P131,Raudas iela,Tukuma novads,Tukuma pils?ta,Tukums
b/n1,15417,5830,56.9714802,23.1503056,Kreis?,,Kurzemes iela,Tukuma novads,Tukuma pils?ta,Tukums
b/n1,15418,5836,56.9702514,23.1903895,Kreis?,,L. Dzelzce?a iela,Tukuma novads,Tukuma pils?ta,Tukums
b/n1,15419,5839,56.9704109,23.1906459,Lab?,,L. Dzelzce?a iela,Tukuma novads,Tukuma pils?ta,Tukums
b/n1,15420,5840,56.9544409,23.1243932,Kreis?,,Tehnikas iela,Tukuma novads,Tukuma pils?ta,Tukums
b/n1,15421,5841,56.954623,23.1240995,Lab?,,Tehnikas iela,Tukuma novads,Tukuma pils?ta,Tukums
b/n1,15422,5842,57.375357,24.4082923,Kreis?,,T?jas iela,Limbažu novads,Skultes pagasts,V?rzas
b/n1,15423,,57.5230643,24.7176515,Lab?,,Ciema iela,Limbažu novads,Limbažu pils?ta,Limbaži
b/n1,15424,5843,57.5240874,24.7180075,Kreis?,,Ciema iela,Limbažu novads,Limbažu pils?ta,Limbaži
b/n1,15425,5844,56.801907,24.6295496,Kreis?,,Lazdu gatve,Ogres novads,Ogres pils?ta,Ogre
b/n1,15426,5848,56.8865397,24.3358992,Lab?,,Beikas iela,Salaspils novads,Salaspils pils?ta,
b/n1,15427,5848,56.8871522,24.3358266,Kreis?,,Lejasr??u iela,Salaspils novads,Salaspils pils?ta,
b/n1,15428,5851,56.8898541,24.0507135,Kreis?,,Vecozolu iela,M?rupes novads,,M?rupe
b/n1,15429,5852,56.8900466,24.0495935,Lab?,,Vecozolu iela,M?rupes novads,,M?rupe
b/n1,14117,3104,57.5859407,24.8370653,Lab?,V125,,Limbažu novads,Katvaru pagasts,
b/n1,14118,3104,57.5863347,24.838026,Kreis?,V125,,Limbažu novads,Katvaru pagasts,
b/n1,13853,2702,57.5353417,24.5599721,Lab?,V140,,Limbažu novads,Vi??enes pagasts,
b/n1,13854,2702,57.5357096,24.5591784,Kreis?,V140,,Limbažu novads,Vi??enes pagasts,
b/n1,13956,2855,57.7550256,24.373277,Kreis?,V144,,Salacgr?vas novads,Salacgr?vas pils?ta,Salacgr?va
b/n1,13957,2855,57.7551856,24.3725425,Lab?,V144,,Salacgr?vas novads,Salacgr?vas pils?ta,Salacgr?va
b/n1,14368,3648,57.6896209,24.6988371,Kreis?,V146,,Limbažu novads,P?les pagasts,
b/n1,14369,3648,57.6896739,24.6976938,Lab?,V146,,Limbažu novads,P?les pagasts,
b/n1,15132,4995,56.9759933,23.1551663,Kreis?,P131,Raudas iela,Tukuma novads,Tukuma pils?ta,Tukums
b/n2,15430,5853,56.7956913,24.633521,Kreis?,,P?rogres gatve,Ogres novads,Ogres pils?ta,Ogre
b/n2,15431,5861,56.892928,24.3073393,Lab?,,C4 Salaspils mamori?ls-TEC 2,Salaspils novads,Salaspils pagasts,
b/n2,15432,5861,56.893707,24.3075557,Kreis?,,C4 Salaspils mamori?ls-TEC 2,Salaspils novads,Salaspils pagasts,
b/n2,14292,3545,57.6036617,24.8638866,Lab?,V125,,Limbažu novads,Katvaru pagasts,
b/n2,14293,3545,57.6040234,24.8649151,Kreis?,V125,,Limbažu novads,Katvaru pagasts,
b/n2,13310,1403,56.9824132,23.1549283,Kreis?,P131,Raudas iela,Tukuma novads,Tukuma pils?ta,Tukums
b/n3,15433,5863,56.9710702,23.1377481,Lab?,,Kurzemes iela,Tukuma novads,Tukuma pils?ta,Tukums
b/n3,15434,5865,56.8990176,24.3039827,Lab?,,C4 Salaspils mamori?ls-TEC 2,Salaspils novads,Salaspils pagasts,
b/n3,15435,5865,56.8996903,24.3036319,Kreis?,,C4 Salaspils mamori?ls-TEC 2,Salaspils novads,Salaspils pagasts,
b/n3,13086,860,57.6080888,24.8822534,Kreis?,V125,,Limbažu novads,Katvaru pagasts,
b/n3,13087,860,57.6081712,24.8815291,Lab?,V125,,Limbažu novads,Katvaru pagasts,
b/n4,15436,5872,56.9045605,24.2995115,Kreis?,,,Salaspils novads,Salaspils pagasts,
b/n4,15437,5873,56.9048885,24.2990546,Lab?,,,Salaspils novads,Salaspils pagasts,
b/n4,14840,4369,57.6211826,24.9282059,Lab?,V125,,Alojas novads,Br?vzemnieku pagasts,
b/n5,13675,2328,57.5485719,24.7651347,Kreis?,V125,,Limbažu novads,Katvaru pagasts,
b/n5,13676,2328,57.5486077,24.7642844,Lab?,V125,,Limbažu novads,Katvaru pagasts,
Bab?tes stacija,15438,5875,56.9581799,23.9534741,Kreis?,,B?rzu iela,Bab?tes novads,Bab?tes pagasts,Bab?te
Baj?ri,15104,4978,56.7875717,21.4927821,Kreis?,V1192,,Aizputes novads,Lažas pagasts,
Baj?ri,15105,4978,56.7877745,21.4931975,Lab?,V1192,,Aizputes novads,Lažas pagasts,
Baj?ri,13825,2652,56.4399952,23.81713,Lab?,V1072,,Jelgavas novads,Sesavas pagasts,Baj?ri
Baj?ri,13826,2652,56.4401308,23.8169667,Kreis?,V1072,,Jelgavas novads,Sesavas pagasts,Baj?ri
Baka,14194,3339,56.8436762,27.1464525,Kreis?,V489,,Balvu novads,B?rzpils pagasts,
Baka,14195,3339,56.8437081,27.146553,Lab?,V489,,Balvu novads,B?rzpils pagasts,
Balborži,14730,4069,56.3494005,26.936155,Lab?,V577,Miera iela 2,Riebi?u novads,Silaj??u pagasts,Silaj??i
Balborži,14731,4069,56.3495965,26.9360321,Kreis?,V577,Miera iela 2,Riebi?u novads,Silaj??u pagasts,Silaj??i
Baldone,13503,1921,56.9922715,27.0432585,Lab?,P36,,Rug?ju novads,Rug?ju pagasts,
Baldone,13504,1921,56.9935884,27.0422238,Kreis?,P36,,Rug?ju novads,Rug?ju pagasts,
Baldones,13637,2215,56.5126993,23.2558527,Lab?,V1122,,Dobeles novads,Penkules pagasts,Baldonas
Balgales pagrieziens,14489,3800,57.0885729,22.8008152,Lab?,V1434,,Kandavas novads,Kandavas pagasts,
B?li?i,13128,931,57.1914475,25.1914288,Kreis?,V315,,Amatas novads,Amatas pagasts,
B?li?i,13129,931,57.1915359,25.1906926,Lab?,V315,,Amatas novads,Amatas pagasts,
Baloži,15120,4987,57.5885826,25.5397078,Kreis?,A3,,Burtnieku novads,Valmieras pagasts,
Baloži,15121,4987,57.5890724,25.5419313,Lab?,A3,A3 Lielauši,Burtnieku novads,Valmieras pagasts,Ziedonis
Baloži,13156,969,56.8760993,24.1221597,Kreis?,V3,,?ekavas novads,Baložu pils?ta,
Baloži,13157,969,56.8764612,24.1231736,Lab?,V3,,?ekavas novads,Baložu pils?ta,
Baloži,13767,2515,57.416183,27.1812318,Lab?,V400,,Al?ksnes novads,Jaunal?ksnes pagasts,
Baloži,13768,2515,57.4162138,27.1812087,Kreis?,V400,,Al?ksnes novads,Jaunal?ksnes pagasts,
Baloži,14326,3594,56.86312,22.4045062,Kreis?,V1149,,Saldus novads,Š??des pagasts,
Baloži,13476,1897,56.7101021,21.790065,Kreis?,V1295,,Kuld?gas novads,Laidu pagasts,
Baložu skola,15439,5877,56.8748685,24.1186586,Kreis?,,R?gas iela,?ekavas novads,Baložu pils?ta,Baloži
Baložu stacija,14635,3961,56.8453168,24.0462022,Kreis?,V13,,Olaines novads,Olaines pagasts,St?n?ši
Baložu stacija,14636,3961,56.8459159,24.0471121,Lab?,V13,,Olaines novads,Olaines pagasts,St?n?ši
Baltais fl??elis,15440,5879,57.1526336,24.8480068,Lab?,,Ausek?a iela,Siguldas novads,Siguldas pils?ta,Sigulda
Baltais fl??elis,15441,5879,57.1518035,24.8447996,Kreis?,,Šveices iela,Siguldas novads,Siguldas pils?ta,Sigulda
Baltaiskrogs,14666,3986,56.0703508,26.5192559,Lab?,V678,,Daugavpils novads,Kalupes pagasts,
Baltaiskrogs,14667,3986,56.0706693,26.5203096,Kreis?,V678,,Daugavpils novads,Kalupes pagasts,
Baltceri?i,14145,3218,56.4999198,21.1783586,Lab?,P113,,Grobi?as novads,Grobi?as pagasts,
Baltceri?i,14146,3218,56.5002985,21.1781927,Kreis?,P113,,Grobi?as novads,Grobi?as pagasts,
Baltina,15000,4845,56.6368677,27.026592,Kreis?,V561,,R?zeknes novads,Rikavas pagasts,
Baltina,15001,4845,56.6378931,27.0262515,Lab?,V561,,R?zeknes novads,Rikavas pagasts,
Banga ,15442,5880,57.5084678,22.7953638,Lab?,P131,J?ras iela ,Rojas novads,,Roja
Banga ,15443,5880,57.5080927,22.7966787,Kreis?,P131,J?tas iela,Rojas novads,,Roja
Baraukši,14984,4812,56.465629,27.7386658,Kreis?,P49,,Ludzas novads,?ukšu pagasts,
Baraukši,14985,4812,56.4658946,27.7393296,Lab?,P49,,Ludzas novads,?ukšu pagasts,
B?rdaskrogs,7553,164,57.5708127,26.9549713,Kreis?,V381,,Al?ksnes novads,Veclaicenes pagasts,
Barisova,14164,3260,56.3366212,27.7813971,Kreis?,P49,,Ludzas novads,Pildas pagasts,
Barisova,14165,3260,56.337031,27.7815261,Lab?,P49,,Ludzas novads,Pildas pagasts,
Bauriški,13278,1351,55.9872218,27.2013218,Lab?,V642,,Kr?slavas novads,Kombu?u pagasts,
Bauriški,13279,1351,55.9872415,27.2021013,Kreis?,V642,,Kr?slavas novads,Kombu?u pagasts,
Bauskas šoseja,14467,3770,56.8813098,24.1601362,Kreis?,V2,,?ekavas novads,?ekavas pagasts,Katlakalns
Bazn?ca,15444,5881,56.8577105,24.3308723,Kreis?,,Ener??ti?u iela,Salaspils novads,Salaspils pils?ta,Salaspils
Bazn?ca,15445,5881,56.8584378,24.3304877,Lab?,,Ener??ti?u iela,Salaspils novads,Salaspils pils?ta,Salaspils
Bazn?ca,14233,3387,56.1973584,26.5222091,Kreis?,V751,Padomju iela 6,V?rkavas novads,Upmalas pagasts,Upmala
Bazn?ca,14234,3387,56.1974126,26.5219455,Lab?,V751,Padomju iela 6,V?rkavas novads,Upmalas pagasts,Upmala
Bazn?ca,14801,4320,56.7422823,24.3922178,Kreis?,P91,R?gas iela,Baldones novads,Baldones pils?ta,
Bazn?ca,14802,4320,56.742341,24.3938648,Lab?,P91,R?gas iela,Baldones novads,Baldones pils?ta,
Bazn?ca,15096,4969,56.5316682,23.4955295,Lab?,V1098,,Jelgavas novads,Za?enieku pagasts,
Bazn?ca,15097,4969,56.5316884,23.4954391,Kreis?,V1098,,Jelgavas novads,Za?enieku pagasts,
Bazn?ckalns ,13635,2210,57.5241691,25.2985075,Lab?,V213,,Koc?nu novads,Koc?nu pagasts,
Bazn?ckalns ,13636,2210,57.524273,25.2986422,Kreis?,V213,,Koc?nu novads,Koc?nu pagasts,
BD Pasaci?a,15446,5882,56.5410399,27.7288304,Lab?,,Latgales iela 171,Ludzas novads,Ludzas pils?ta,Ludza
Beberbe?i,13300,1379,56.9281751,23.9155767,Lab?,A5,,Bab?tes novads,Bab?tes pagasts,Br?vkalni
Beberbe?i,13301,1379,56.92822,23.9162083,Kreis?,A5,,Bab?tes novads,Bab?tes pagasts,Br?vkalni
Bekas,13789,2578,57.6648079,25.2507835,Kreis?,V112,,Burtnieku novads,Burtnieku pagasts,
Bekas,13790,2578,57.6649816,25.2511269,Lab?,V112,,Burtnieku novads,Burtnieku pagasts,
B?kma?i,14334,3606,57.5581591,25.2830288,Kreis?,V215,,Koc?nu novads,Koc?nu pagasts,
B?kma?i,14335,3606,57.558284,25.2828518,Lab?,V215,,Koc?nu novads,Koc?nu pagasts,
Belomoiki,14296,3550,56.4493756,27.7249913,Kreis?,P49,,Ludzas novads,?ukšu pagasts,
Belomoiki,14297,3550,56.4495895,27.7251019,Lab?,P49,,Ludzas novads,?ukšu pagasts,
Beltas,14422,3712,57.1414673,22.6605465,Kreis?,V1399,,Talsu novads,Virbu pagasts,
Beltas,14423,3712,57.141525,22.6605373,Lab?,V1399,,Talsu novads,Virbu pagasts,L?das
Be?auski,14508,3820,56.8444116,27.1084887,Lab?,V489,Skolas iela 7,Balvu novads,B?rzpils pagasts,B?rzpils
Be?auski,14509,3820,56.8445379,27.1081708,Kreis?,V489,Skolas iela 7,Balvu novads,B?rzpils pagasts,B?rzpils
Be??i,13875,2732,57.5928329,25.2918181,Kreis?,V216,,Koc?nu novads,Koc?nu pagasts,
Be??i,13876,2732,57.5928521,25.2916966,Lab?,V216,,Koc?nu novads,Koc?nu pagasts,
Berezovka,14372,3651,55.9867542,26.8760347,Lab?,V687,,Daugavpils novads,Bi?ernieku pagasts,
Berezovka,14373,3651,55.9867975,26.8762779,Kreis?,V687,,Daugavpils novads,Bi?ernieku pagasts,
Bern?ni,10640,260,56.6768002,26.9670146,Kreis?,V592,,R?zeknes novads,Nag?u pagasts,
Bern?ni,10757,261,56.2834431,26.5938785,Lab?,V752,,L?v?nu novads,Sutru pagasts,
Bern?ni,10655,261,56.2835783,26.5931598,Kreis?,V752,,L?v?nu novads,Sutru pagasts,
B?rnu nams,15213,5216,56.8800928,22.9903701,Lab?,V1452,,Tukuma novads,Irlavas pagasts,Irlava
B?rnu nams,15214,5216,56.8802488,22.9905478,Kreis?,V1452,,Tukuma novads,Irlavas pagasts,Irlava
B?rnud?rzs ,15447,5891,57.2237859,22.5259532,Kreis?,,Ozolu iela ,Talsu novads,?ibu?u pagasts,Pastende
B?rnud?rzs,14321,3586,56.7426166,25.7702796,Lab?,V916,,P?avi?u novads,Vietalvas pagasts,Vietalva
B?rnud?rzs,14322,3586,56.7428919,25.7707242,Kreis?,V916,,P?avi?u novads,Vietalvas pagasts,Vietalva
B?rnud?rzs,15448,5892,57.3290471,23.1267074,Kreis?,P131,Liel? iela ,M?rsraga novads,,M?rsrags
B?rnud?rzs,15449,5892,57.3297175,23.1266997,Lab?,P131,Liel? iela ,M?rsraga novads,,M?rsrags
B?rnud?rzs Lien?te,15450,5893,56.8983216,24.0462784,Lab?,,M?rup?tes gatve,M?rupes novads,,M?rupe
B?rnud?rzs Lien?te,15451,5893,56.8999512,24.0470439,Kreis?,,M?rup?tes gatve,M?rupes novads,,M?rupe
B?ršas,13292,1362,57.6137411,24.7242362,Kreis?,V115,,Limbažu novads,Vi??enes pagasts,
B?ršas,13293,1362,57.613854,24.7241679,Lab?,V115,,Limbažu novads,Vi??enes pagasts,
B?rzene,15267,5501,56.0305414,26.9023979,Kreis?,V676,,Daugavpils novads,Ambe?u pagasts,
B?rzene ,11794,323,56.0306829,26.9017503,Lab?,V676,,Daugavpils novads,Ambe?u pagasts,
B?rzi,14305,3557,57.295661,25.2483088,Kreis?,V291,L?gatnes iela 85,Amatas novads,Amatas pagasts,C?sis
B?rzi,14306,3557,57.2956832,25.2484462,Lab?,V291,L?gatnes iela 85,Amatas novads,Amatas pagasts,C?sis
B?rzi,13740,2463,56.3532208,24.9816265,Kreis?,V932,,Neretas novads,Mazzalves pagasts,
B?rzi,14452,3751,56.3913509,21.6193046,Kreis?,P114,,Priekules novads,Gramzdas pagasts,
B?rzi,14453,3751,56.3916408,21.6195797,Lab?,P114,,Priekules novads,Gramzdas pagasts,
B?rzi?i,13219,1128,56.8203662,25.6872605,Lab?,V885,,?rg?u novads,Sausn?jas pagasts,
B?rzi?i,13220,1128,56.8204746,25.6869724,Kreis?,V885,,?rg?u novads,Sausn?jas pagasts,
B?rzi?i,13064,795,57.8026537,25.9492007,Lab?,V236,,Valkas novads,Valkas pagasts,
B?rzi?i,13065,795,57.8026924,25.9492609,Kreis?,V236,,Valkas novads,Valkas pagasts,
B?rzi?i,15116,4985,57.5818643,25.7556555,Kreis?,P25,,Stren?u novads,Pl??u pagasts,
B?rzi?i,15117,4985,57.5810366,25.7569624,Lab?,P25,,Stren?u novads,Pl??u pagasts,Jaunklidzis
B?rzlapes,14030,2927,57.5246485,25.8481175,Lab?,P25,,Stren?u novads,Pl??u pagasts,
B?rzlapes,14031,2927,57.5250014,25.848377,Kreis?,P25,,Stren?u novads,Pl??u pagasts,
B?rzu iela,15452,5895,56.8757265,23.9386861,Lab?,,Ozolu iela,M?rupes novads,,Jaunm?rupe
B?rzu iela,15453,5902,56.9599742,23.7024505,Lab?,,Mellužu prospekts,J?rmala,,
B?rzu iela,15454,5904,56.9601803,23.7030541,Kreis?,,Mellužu prospekts,J?rmala,,
B?rzupe,14511,3825,56.2892119,26.3586974,Kreis?,V682,,L?v?nu novads,Rožupes pagasts,
B?rzupe,14512,3825,56.2898215,26.358555,Lab?,V682,,L?v?nu novads,Rožupes pagasts,
Berževka,8263,179,56.7715495,27.8335363,Kreis?,P50,,K?rsavas novads,Malnavas pagasts,
Beta,15455,5906,56.6056921,25.2633091,Kreis?,,Jaunceltnes iela 27,Aizkraukles novads,Aizkraukles pils?ta,Aizkraukle
Beta,15456,5906,56.6050054,25.2640007,Lab?,,Jaunceltnes iela 38,Aizkraukles novads,Aizkraukles pils?ta,Aizkraukle
Bez nosaukuma,15457,5919,57.104169,24.6830355,Kreis?,,Atmodas iela,In?ukalna novads,In?ukalna pagasts,In?ukalns
Bez nosaukuma,14149,3222,56.0626958,27.1197715,Kreis?,V641,,Aglonas novads,Gr?veru pagasts,
Bez nosaukuma,13677,2329,55.9550384,26.1288957,Kreis?,V701,Stendera iela 9,Il?kstes novads,Eglaines pagasts,Eglaine
Bez nosaukuma,15301,,56.6388615,27.5957914,Kreis?,V499,,K?rsavas novads,Mežvidu pagasts,
Bez nosaukuma ,15302,,56.6393364,27.5952534,Lab?,V499,,K?rsavas novads,Mežvidu pagasts,
Bez nosaukuma,14643,3967,57.2165077,24.6975627,Lab?,P9,,Krimuldas novads,Krimuldas pagasts,
Bez nosaukuma,14644,3967,57.2171208,24.697686,Kreis?,P9,,Krimuldas novads,Krimuldas pagasts,
Bez nosaukuma ,13266,1328,55.9738122,26.3067271,Lab?,P71,,Il?kstes novads,Il?kstes pils?ta,Il?kste
Bez nosaukuma ,13267,1328,55.9738586,26.3068547,Kreis?,P71,,Il?kstes novads,Il?kstes pils?ta,Il?kste
Bez nosaukuma,13268,1329,55.9827103,26.2893114,Lab?,P72,Rai?a iela 43,Il?kstes novads,Il?kstes pils?ta,Il?kste
Bez nosaukuma,13269,1329,55.9829843,26.2893931,Kreis?,P72,Rai?a iela 44A,Il?kstes novads,Il?kstes pils?ta,Il?kste
Bez nosaukuma1,14353,3625,57.1980182,24.704957,Lab?,P9,,Krimuldas novads,Krimuldas pagasts,
Bez nosaukuma1,14354,3625,57.1986557,24.7049429,Kreis?,P9,,Krimuldas novads,Krimuldas pagasts,
Bez nosaukuma10,15458,5920,56.782488,23.9320123,Lab?,,Zemgales iela,Olaines novads,Olaines pils?ta,Olaine
Bez nosaukuma12,15459,5921,56.7799252,23.9321042,Kreis?,,Stacijas iela,Olaines novads,Olaines pils?ta,Olaine
Bez nosaukuma13,15460,5923,56.7814383,23.9357896,Lab?,,Stacijas iela,Olaines novads,Olaines pils?ta,Olaine
Bez nosaukuma14,15461,5924,56.7876055,23.943093,Lab?,,Zemgales iela,Olaines novads,Olaines pils?ta,Olaine
Dzelzce?nieku ciems,14374,3652,56.806094,23.992327,Lab?,A8,,Olaines novads,Olaines pagasts,Jaunolaine
Dzelzce?nieku ciems,14375,3652,56.8069432,23.993347,Kreis?,A8,,Olaines novads,Olaines pagasts,Jaunolaine
Liepi?as,14443,3737,56.7739377,23.9309439,Lab?,A8,,Olaines novads,Olaines pagasts,P?rolaine
Bez nosaukuma4,15462,5928,56.7918278,23.946489,Kreis?,,Zemgales iela,Olaines novads,Olaines pils?ta,Olaine
Bez nosaukuma4,15463,5928,56.7920887,23.9467877,Lab?,,Zemgales iela,Olaines novads,Olaines pils?ta,Olaine
Bez nosaukuma5,15464,5931,56.7882269,23.940741,Kreis?,,Zeiferta iela,Olaines novads,Olaines pils?ta,Olaine
Bez nosaukuma6,15465,5933,56.7890908,23.9386672,Lab?,,Zeiferta iela,Olaines novads,Olaines pils?ta,Olaine
Bez nosaukuma6,15466,5933,56.7895017,23.9376064,Kreis?,,Zeiferta iela,Olaines novads,Olaines pils?ta,Olaine
Bez nosaukuma7,15467,5935,56.7880288,23.9347189,Kreis?,,Jelgavas iela,Olaines novads,Olaines pils?ta,Olaine
Bez nosaukuma7,15468,5936,56.7884314,23.9353104,Lab?,,Jelgavas iela,Olaines novads,Olaines pils?ta,Olaine
Bez nosaukuma8,15469,5937,56.7856308,23.9351114,Lab?,,Vesel?bas iela,Olaines novads,Olaines pils?ta,Olaine
Bez nosaukuma8,15470,5950,56.7860032,23.9343731,Kreis?,,Vesel?bas iela,Olaines novads,Olaines pils?ta,Olaine
Bez nosaukuma9,15471,5952,56.7842079,23.9362863,Kreis?,,Zemgales iela,Olaines novads,Olaines pils?ta,Olaine
Bez nosaukuma9,15472,5952,56.7842944,23.9367725,Lab?,,Zemgales iela,Olaines novads,Olaines pils?ta,Olaine
B?zlapes,14951,4722,55.9857117,26.3009744,Kreis?,V719,Zemgales iela 37,Il?kstes novads,Il?kstes pils?ta,Il?kste
B?zlapes,14952,4722,55.9860368,26.3009858,Lab?,V719,Zemgales iela 37,Il?kstes novads,Il?kstes pils?ta,Il?kste
Bibliot?ka,15473,5954,56.8554685,24.3313779,Kreis?,,Ener??ti?u iela,Salaspils novads,Salaspils pils?ta,Salaspils
Bibliot?ka,15474,5954,56.8558334,24.3310202,Lab?,,Ener??ti?u iela,Salaspils novads,Salaspils pils?ta,Salaspils
Bieranti,14971,4776,56.5160735,23.8247244,Kreis?,V1054,,Jelgavas novads,Vircavas pagasts,
Bieranti,14972,4776,56.5160735,23.8247244,Lab?,V1054,,Jelgavas novads,Vircavas pagasts,
Bikšu kapi,15475,5955,56.3060588,24.5252102,Lab?,,,Bauskas novads,Brunavas pagasts,
Bilei?i,15030,4864,56.3867611,22.8958691,Kreis?,V1114,,Saldus novads,Vadakstes pagasts,
Bindari,14147,3220,56.403437,26.7042527,Lab?,V738,,Prei?u novads,Saunas pagasts,
Bindari,14148,3220,56.4040689,26.7033232,Kreis?,V738,,Prei?u novads,Saunas pagasts,
